"","run","year","precip"
"89144",3566,"19",106.68
"89145",3566,"20",53.34
"89146",3566,"21",53.34
"89147",3566,"22",53.34
"89148",3566,"23",80.01
"89149",3566,"24",80.01
"89150",3566,"25",53.34
"89151",3567,"1",80.01
"89152",3567,"2",26.67
"89153",3567,"3",80.01
"89154",3567,"4",80.01
"89155",3567,"5",80.01
"89156",3567,"6",106.68
"89157",3567,"7",106.68
"89158",3567,"8",26.67
"89159",3567,"9",80.01
"89160",3567,"10",106.68
"89161",3567,"11",106.68
"89162",3567,"12",80.01
"89163",3567,"13",80.01
"89164",3567,"14",80.01
"89165",3567,"15",106.68
"89166",3567,"16",80.01
"89167",3567,"17",80.01
"89168",3567,"18",106.68
"89169",3567,"19",106.68
"89170",3567,"20",80.01
"89171",3567,"21",53.34
"89172",3567,"22",80.01
"89173",3567,"23",80.01
"89174",3567,"24",26.67
"89175",3567,"25",53.34
"89176",3568,"1",106.68
"89177",3568,"2",106.68
"89178",3568,"3",106.68
"89179",3568,"4",80.01
"89180",3568,"5",53.34
"89181",3568,"6",53.34
"89182",3568,"7",80.01
"89183",3568,"8",80.01
"89184",3568,"9",80.01
"89185",3568,"10",53.34
"89186",3568,"11",80.01
"89187",3568,"12",80.01
"89188",3568,"13",80.01
"89189",3568,"14",80.01
"89190",3568,"15",26.67
"89191",3568,"16",106.68
"89192",3568,"17",106.68
"89193",3568,"18",80.01
"89194",3568,"19",80.01
"89195",3568,"20",80.01
"89196",3568,"21",106.68
"89197",3568,"22",53.34
"89198",3568,"23",53.34
"89199",3568,"24",106.68
"89200",3568,"25",106.68
"89201",3569,"1",80.01
"89202",3569,"2",53.34
"89203",3569,"3",80.01
"89204",3569,"4",53.34
"89205",3569,"5",80.01
"89206",3569,"6",106.68
"89207",3569,"7",26.67
"89208",3569,"8",106.68
"89209",3569,"9",53.34
"89210",3569,"10",106.68
"89211",3569,"11",80.01
"89212",3569,"12",106.68
"89213",3569,"13",106.68
"89214",3569,"14",106.68
"89215",3569,"15",106.68
"89216",3569,"16",80.01
"89217",3569,"17",106.68
"89218",3569,"18",53.34
"89219",3569,"19",53.34
"89220",3569,"20",80.01
"89221",3569,"21",26.67
"89222",3569,"22",106.68
"89223",3569,"23",106.68
"89224",3569,"24",80.01
"89225",3569,"25",53.34
"89226",3570,"1",106.68
"89227",3570,"2",80.01
"89228",3570,"3",80.01
"89229",3570,"4",106.68
"89230",3570,"5",80.01
"89231",3570,"6",53.34
"89232",3570,"7",53.34
"89233",3570,"8",80.01
"89234",3570,"9",80.01
"89235",3570,"10",106.68
"89236",3570,"11",53.34
"89237",3570,"12",53.34
"89238",3570,"13",106.68
"89239",3570,"14",80.01
"89240",3570,"15",80.01
"89241",3570,"16",80.01
"89242",3570,"17",106.68
"89243",3570,"18",80.01
"89244",3570,"19",26.67
"89245",3570,"20",106.68
"89246",3570,"21",53.34
"89247",3570,"22",80.01
"89248",3570,"23",53.34
"89249",3570,"24",106.68
"89250",3570,"25",106.68
"89251",3571,"1",80.01
"89252",3571,"2",80.01
"89253",3571,"3",106.68
"89254",3571,"4",106.68
"89255",3571,"5",53.34
"89256",3571,"6",80.01
"89257",3571,"7",80.01
"89258",3571,"8",26.67
"89259",3571,"9",106.68
"89260",3571,"10",53.34
"89261",3571,"11",106.68
"89262",3571,"12",53.34
"89263",3571,"13",53.34
"89264",3571,"14",80.01
"89265",3571,"15",106.68
"89266",3571,"16",106.68
"89267",3571,"17",106.68
"89268",3571,"18",80.01
"89269",3571,"19",53.34
"89270",3571,"20",53.34
"89271",3571,"21",106.68
"89272",3571,"22",80.01
"89273",3571,"23",80.01
"89274",3571,"24",106.68
"89275",3571,"25",106.68
"89276",3572,"1",106.68
"89277",3572,"2",80.01
"89278",3572,"3",106.68
"89279",3572,"4",106.68
"89280",3572,"5",80.01
"89281",3572,"6",26.67
"89282",3572,"7",80.01
"89283",3572,"8",106.68
"89284",3572,"9",80.01
"89285",3572,"10",80.01
"89286",3572,"11",106.68
"89287",3572,"12",80.01
"89288",3572,"13",80.01
"89289",3572,"14",53.34
"89290",3572,"15",106.68
"89291",3572,"16",106.68
"89292",3572,"17",26.67
"89293",3572,"18",53.34
"89294",3572,"19",80.01
"89295",3572,"20",53.34
"89296",3572,"21",106.68
"89297",3572,"22",53.34
"89298",3572,"23",106.68
"89299",3572,"24",106.68
"89300",3572,"25",80.01
"89301",3573,"1",53.34
"89302",3573,"2",106.68
"89303",3573,"3",53.34
"89304",3573,"4",80.01
"89305",3573,"5",80.01
"89306",3573,"6",26.67
"89307",3573,"7",53.34
"89308",3573,"8",53.34
"89309",3573,"9",53.34
"89310",3573,"10",26.67
"89311",3573,"11",80.01
"89312",3573,"12",80.01
"89313",3573,"13",106.68
"89314",3573,"14",80.01
"89315",3573,"15",106.68
"89316",3573,"16",80.01
"89317",3573,"17",80.01
"89318",3573,"18",53.34
"89319",3573,"19",80.01
"89320",3573,"20",26.67
"89321",3573,"21",80.01
"89322",3573,"22",53.34
"89323",3573,"23",80.01
"89324",3573,"24",106.68
"89325",3573,"25",80.01
"89326",3574,"1",80.01
"89327",3574,"2",80.01
"89328",3574,"3",80.01
"89329",3574,"4",106.68
"89330",3574,"5",106.68
"89331",3574,"6",80.01
"89332",3574,"7",80.01
"89333",3574,"8",80.01
"89334",3574,"9",53.34
"89335",3574,"10",106.68
"89336",3574,"11",80.01
"89337",3574,"12",106.68
"89338",3574,"13",106.68
"89339",3574,"14",106.68
"89340",3574,"15",106.68
"89341",3574,"16",106.68
"89342",3574,"17",80.01
"89343",3574,"18",53.34
"89344",3574,"19",106.68
"89345",3574,"20",80.01
"89346",3574,"21",106.68
"89347",3574,"22",80.01
"89348",3574,"23",106.68
"89349",3574,"24",106.68
"89350",3574,"25",106.68
"89351",3575,"1",80.01
"89352",3575,"2",80.01
"89353",3575,"3",106.68
"89354",3575,"4",80.01
"89355",3575,"5",80.01
"89356",3575,"6",80.01
"89357",3575,"7",80.01
"89358",3575,"8",80.01
"89359",3575,"9",80.01
"89360",3575,"10",53.34
"89361",3575,"11",80.01
"89362",3575,"12",53.34
"89363",3575,"13",80.01
"89364",3575,"14",53.34
"89365",3575,"15",53.34
"89366",3575,"16",106.68
"89367",3575,"17",80.01
"89368",3575,"18",106.68
"89369",3575,"19",80.01
"89370",3575,"20",53.34
"89371",3575,"21",53.34
"89372",3575,"22",80.01
"89373",3575,"23",53.34
"89374",3575,"24",80.01
"89375",3575,"25",53.34
"89376",3576,"1",106.68
"89377",3576,"2",80.01
"89378",3576,"3",80.01
"89379",3576,"4",80.01
"89380",3576,"5",53.34
"89381",3576,"6",53.34
"89382",3576,"7",53.34
"89383",3576,"8",106.68
"89384",3576,"9",106.68
"89385",3576,"10",53.34
"89386",3576,"11",80.01
"89387",3576,"12",80.01
"89388",3576,"13",53.34
"89389",3576,"14",106.68
"89390",3576,"15",53.34
"89391",3576,"16",106.68
"89392",3576,"17",53.34
"89393",3576,"18",106.68
"89394",3576,"19",53.34
"89395",3576,"20",80.01
"89396",3576,"21",80.01
"89397",3576,"22",80.01
"89398",3576,"23",106.68
"89399",3576,"24",53.34
"89400",3576,"25",80.01
"89401",3577,"1",53.34
"89402",3577,"2",53.34
"89403",3577,"3",53.34
"89404",3577,"4",53.34
"89405",3577,"5",106.68
"89406",3577,"6",106.68
"89407",3577,"7",106.68
"89408",3577,"8",80.01
"89409",3577,"9",106.68
"89410",3577,"10",80.01
"89411",3577,"11",80.01
"89412",3577,"12",80.01
"89413",3577,"13",53.34
"89414",3577,"14",80.01
"89415",3577,"15",53.34
"89416",3577,"16",106.68
"89417",3577,"17",80.01
"89418",3577,"18",53.34
"89419",3577,"19",53.34
"89420",3577,"20",80.01
"89421",3577,"21",80.01
"89422",3577,"22",80.01
"89423",3577,"23",53.34
"89424",3577,"24",26.67
"89425",3577,"25",106.68
"89426",3578,"1",80.01
"89427",3578,"2",80.01
"89428",3578,"3",80.01
"89429",3578,"4",80.01
"89430",3578,"5",53.34
"89431",3578,"6",106.68
"89432",3578,"7",106.68
"89433",3578,"8",106.68
"89434",3578,"9",80.01
"89435",3578,"10",53.34
"89436",3578,"11",80.01
"89437",3578,"12",26.67
"89438",3578,"13",80.01
"89439",3578,"14",53.34
"89440",3578,"15",80.01
"89441",3578,"16",53.34
"89442",3578,"17",53.34
"89443",3578,"18",80.01
"89444",3578,"19",106.68
"89445",3578,"20",80.01
"89446",3578,"21",106.68
"89447",3578,"22",106.68
"89448",3578,"23",53.34
"89449",3578,"24",106.68
"89450",3578,"25",80.01
"89451",3579,"1",80.01
"89452",3579,"2",26.67
"89453",3579,"3",80.01
"89454",3579,"4",80.01
"89455",3579,"5",106.68
"89456",3579,"6",106.68
"89457",3579,"7",53.34
"89458",3579,"8",106.68
"89459",3579,"9",80.01
"89460",3579,"10",106.68
"89461",3579,"11",106.68
"89462",3579,"12",80.01
"89463",3579,"13",26.67
"89464",3579,"14",106.68
"89465",3579,"15",80.01
"89466",3579,"16",80.01
"89467",3579,"17",80.01
"89468",3579,"18",53.34
"89469",3579,"19",106.68
"89470",3579,"20",80.01
"89471",3579,"21",80.01
"89472",3579,"22",80.01
"89473",3579,"23",106.68
"89474",3579,"24",53.34
"89475",3579,"25",80.01
"89476",3580,"1",106.68
"89477",3580,"2",106.68
"89478",3580,"3",26.67
"89479",3580,"4",80.01
"89480",3580,"5",106.68
"89481",3580,"6",80.01
"89482",3580,"7",80.01
"89483",3580,"8",80.01
"89484",3580,"9",26.67
"89485",3580,"10",53.34
"89486",3580,"11",80.01
"89487",3580,"12",80.01
"89488",3580,"13",53.34
"89489",3580,"14",106.68
"89490",3580,"15",80.01
"89491",3580,"16",80.01
"89492",3580,"17",53.34
"89493",3580,"18",80.01
"89494",3580,"19",106.68
"89495",3580,"20",106.68
"89496",3580,"21",53.34
"89497",3580,"22",80.01
"89498",3580,"23",53.34
"89499",3580,"24",106.68
"89500",3580,"25",53.34
"89501",3581,"1",26.67
"89502",3581,"2",53.34
"89503",3581,"3",80.01
"89504",3581,"4",106.68
"89505",3581,"5",106.68
"89506",3581,"6",106.68
"89507",3581,"7",80.01
"89508",3581,"8",80.01
"89509",3581,"9",106.68
"89510",3581,"10",53.34
"89511",3581,"11",106.68
"89512",3581,"12",106.68
"89513",3581,"13",53.34
"89514",3581,"14",106.68
"89515",3581,"15",26.67
"89516",3581,"16",80.01
"89517",3581,"17",80.01
"89518",3581,"18",106.68
"89519",3581,"19",53.34
"89520",3581,"20",80.01
"89521",3581,"21",80.01
"89522",3581,"22",80.01
"89523",3581,"23",53.34
"89524",3581,"24",80.01
"89525",3581,"25",26.67
"89526",3582,"1",80.01
"89527",3582,"2",53.34
"89528",3582,"3",106.68
"89529",3582,"4",53.34
"89530",3582,"5",80.01
"89531",3582,"6",106.68
"89532",3582,"7",80.01
"89533",3582,"8",53.34
"89534",3582,"9",80.01
"89535",3582,"10",106.68
"89536",3582,"11",53.34
"89537",3582,"12",53.34
"89538",3582,"13",106.68
"89539",3582,"14",106.68
"89540",3582,"15",26.67
"89541",3582,"16",53.34
"89542",3582,"17",106.68
"89543",3582,"18",80.01
"89544",3582,"19",53.34
"89545",3582,"20",80.01
"89546",3582,"21",80.01
"89547",3582,"22",53.34
"89548",3582,"23",53.34
"89549",3582,"24",106.68
"89550",3582,"25",53.34
"89551",3583,"1",53.34
"89552",3583,"2",80.01
"89553",3583,"3",106.68
"89554",3583,"4",80.01
"89555",3583,"5",53.34
"89556",3583,"6",80.01
"89557",3583,"7",80.01
"89558",3583,"8",53.34
"89559",3583,"9",53.34
"89560",3583,"10",80.01
"89561",3583,"11",53.34
"89562",3583,"12",80.01
"89563",3583,"13",26.67
"89564",3583,"14",106.68
"89565",3583,"15",106.68
"89566",3583,"16",80.01
"89567",3583,"17",106.68
"89568",3583,"18",80.01
"89569",3583,"19",106.68
"89570",3583,"20",26.67
"89571",3583,"21",80.01
"89572",3583,"22",80.01
"89573",3583,"23",80.01
"89574",3583,"24",106.68
"89575",3583,"25",53.34
"89576",3584,"1",80.01
"89577",3584,"2",80.01
"89578",3584,"3",53.34
"89579",3584,"4",106.68
"89580",3584,"5",53.34
"89581",3584,"6",80.01
"89582",3584,"7",106.68
"89583",3584,"8",80.01
"89584",3584,"9",80.01
"89585",3584,"10",80.01
"89586",3584,"11",106.68
"89587",3584,"12",53.34
"89588",3584,"13",80.01
"89589",3584,"14",80.01
"89590",3584,"15",106.68
"89591",3584,"16",106.68
"89592",3584,"17",106.68
"89593",3584,"18",106.68
"89594",3584,"19",80.01
"89595",3584,"20",53.34
"89596",3584,"21",80.01
"89597",3584,"22",106.68
"89598",3584,"23",80.01
"89599",3584,"24",80.01
"89600",3584,"25",80.01
"89601",3585,"1",53.34
"89602",3585,"2",53.34
"89603",3585,"3",80.01
"89604",3585,"4",53.34
"89605",3585,"5",106.68
"89606",3585,"6",80.01
"89607",3585,"7",106.68
"89608",3585,"8",106.68
"89609",3585,"9",106.68
"89610",3585,"10",106.68
"89611",3585,"11",53.34
"89612",3585,"12",80.01
"89613",3585,"13",80.01
"89614",3585,"14",106.68
"89615",3585,"15",106.68
"89616",3585,"16",106.68
"89617",3585,"17",53.34
"89618",3585,"18",26.67
"89619",3585,"19",80.01
"89620",3585,"20",106.68
"89621",3585,"21",53.34
"89622",3585,"22",53.34
"89623",3585,"23",26.67
"89624",3585,"24",53.34
"89625",3585,"25",106.68
"89626",3586,"1",106.68
"89627",3586,"2",80.01
"89628",3586,"3",53.34
"89629",3586,"4",53.34
"89630",3586,"5",53.34
"89631",3586,"6",80.01
"89632",3586,"7",106.68
"89633",3586,"8",106.68
"89634",3586,"9",106.68
"89635",3586,"10",106.68
"89636",3586,"11",106.68
"89637",3586,"12",80.01
"89638",3586,"13",80.01
"89639",3586,"14",80.01
"89640",3586,"15",80.01
"89641",3586,"16",26.67
"89642",3586,"17",106.68
"89643",3586,"18",80.01
"89644",3586,"19",53.34
"89645",3586,"20",106.68
"89646",3586,"21",80.01
"89647",3586,"22",53.34
"89648",3586,"23",80.01
"89649",3586,"24",80.01
"89650",3586,"25",106.68
"89651",3587,"1",106.68
"89652",3587,"2",80.01
"89653",3587,"3",106.68
"89654",3587,"4",53.34
"89655",3587,"5",106.68
"89656",3587,"6",106.68
"89657",3587,"7",53.34
"89658",3587,"8",53.34
"89659",3587,"9",80.01
"89660",3587,"10",80.01
"89661",3587,"11",80.01
"89662",3587,"12",106.68
"89663",3587,"13",106.68
"89664",3587,"14",53.34
"89665",3587,"15",53.34
"89666",3587,"16",106.68
"89667",3587,"17",26.67
"89668",3587,"18",26.67
"89669",3587,"19",106.68
"89670",3587,"20",80.01
"89671",3587,"21",26.67
"89672",3587,"22",53.34
"89673",3587,"23",80.01
"89674",3587,"24",80.01
"89675",3587,"25",80.01
"89676",3588,"1",53.34
"89677",3588,"2",106.68
"89678",3588,"3",80.01
"89679",3588,"4",80.01
"89680",3588,"5",106.68
"89681",3588,"6",106.68
"89682",3588,"7",80.01
"89683",3588,"8",80.01
"89684",3588,"9",106.68
"89685",3588,"10",53.34
"89686",3588,"11",80.01
"89687",3588,"12",80.01
"89688",3588,"13",106.68
"89689",3588,"14",26.67
"89690",3588,"15",80.01
"89691",3588,"16",106.68
"89692",3588,"17",53.34
"89693",3588,"18",80.01
"89694",3588,"19",80.01
"89695",3588,"20",80.01
"89696",3588,"21",80.01
"89697",3588,"22",80.01
"89698",3588,"23",80.01
"89699",3588,"24",80.01
"89700",3588,"25",80.01
"89701",3589,"1",80.01
"89702",3589,"2",80.01
"89703",3589,"3",80.01
"89704",3589,"4",53.34
"89705",3589,"5",80.01
"89706",3589,"6",53.34
"89707",3589,"7",80.01
"89708",3589,"8",80.01
"89709",3589,"9",80.01
"89710",3589,"10",106.68
"89711",3589,"11",80.01
"89712",3589,"12",106.68
"89713",3589,"13",26.67
"89714",3589,"14",80.01
"89715",3589,"15",80.01
"89716",3589,"16",53.34
"89717",3589,"17",80.01
"89718",3589,"18",106.68
"89719",3589,"19",106.68
"89720",3589,"20",80.01
"89721",3589,"21",80.01
"89722",3589,"22",106.68
"89723",3589,"23",106.68
"89724",3589,"24",53.34
"89725",3589,"25",106.68
"89726",3590,"1",53.34
"89727",3590,"2",80.01
"89728",3590,"3",106.68
"89729",3590,"4",80.01
"89730",3590,"5",106.68
"89731",3590,"6",53.34
"89732",3590,"7",106.68
"89733",3590,"8",80.01
"89734",3590,"9",53.34
"89735",3590,"10",106.68
"89736",3590,"11",53.34
"89737",3590,"12",53.34
"89738",3590,"13",80.01
"89739",3590,"14",106.68
"89740",3590,"15",106.68
"89741",3590,"16",26.67
"89742",3590,"17",106.68
"89743",3590,"18",80.01
"89744",3590,"19",26.67
"89745",3590,"20",106.68
"89746",3590,"21",80.01
"89747",3590,"22",106.68
"89748",3590,"23",80.01
"89749",3590,"24",53.34
"89750",3590,"25",80.01
"89751",3591,"1",80.01
"89752",3591,"2",106.68
"89753",3591,"3",53.34
"89754",3591,"4",80.01
"89755",3591,"5",106.68
"89756",3591,"6",106.68
"89757",3591,"7",80.01
"89758",3591,"8",106.68
"89759",3591,"9",80.01
"89760",3591,"10",80.01
"89761",3591,"11",26.67
"89762",3591,"12",53.34
"89763",3591,"13",53.34
"89764",3591,"14",80.01
"89765",3591,"15",26.67
"89766",3591,"16",106.68
"89767",3591,"17",80.01
"89768",3591,"18",53.34
"89769",3591,"19",80.01
"89770",3591,"20",80.01
"89771",3591,"21",80.01
"89772",3591,"22",106.68
"89773",3591,"23",80.01
"89774",3591,"24",80.01
"89775",3591,"25",53.34
"89776",3592,"1",53.34
"89777",3592,"2",80.01
"89778",3592,"3",106.68
"89779",3592,"4",26.67
"89780",3592,"5",106.68
"89781",3592,"6",80.01
"89782",3592,"7",80.01
"89783",3592,"8",80.01
"89784",3592,"9",106.68
"89785",3592,"10",80.01
"89786",3592,"11",80.01
"89787",3592,"12",80.01
"89788",3592,"13",106.68
"89789",3592,"14",26.67
"89790",3592,"15",53.34
"89791",3592,"16",106.68
"89792",3592,"17",53.34
"89793",3592,"18",80.01
"89794",3592,"19",53.34
"89795",3592,"20",106.68
"89796",3592,"21",80.01
"89797",3592,"22",53.34
"89798",3592,"23",53.34
"89799",3592,"24",80.01
"89800",3592,"25",106.68
"89801",3593,"1",80.01
"89802",3593,"2",53.34
"89803",3593,"3",53.34
"89804",3593,"4",106.68
"89805",3593,"5",26.67
"89806",3593,"6",80.01
"89807",3593,"7",53.34
"89808",3593,"8",106.68
"89809",3593,"9",106.68
"89810",3593,"10",26.67
"89811",3593,"11",80.01
"89812",3593,"12",26.67
"89813",3593,"13",80.01
"89814",3593,"14",80.01
"89815",3593,"15",106.68
"89816",3593,"16",53.34
"89817",3593,"17",106.68
"89818",3593,"18",80.01
"89819",3593,"19",80.01
"89820",3593,"20",80.01
"89821",3593,"21",53.34
"89822",3593,"22",106.68
"89823",3593,"23",80.01
"89824",3593,"24",106.68
"89825",3593,"25",53.34
"89826",3594,"1",53.34
"89827",3594,"2",106.68
"89828",3594,"3",80.01
"89829",3594,"4",80.01
"89830",3594,"5",80.01
"89831",3594,"6",53.34
"89832",3594,"7",80.01
"89833",3594,"8",80.01
"89834",3594,"9",80.01
"89835",3594,"10",106.68
"89836",3594,"11",80.01
"89837",3594,"12",106.68
"89838",3594,"13",80.01
"89839",3594,"14",106.68
"89840",3594,"15",53.34
"89841",3594,"16",106.68
"89842",3594,"17",106.68
"89843",3594,"18",80.01
"89844",3594,"19",106.68
"89845",3594,"20",80.01
"89846",3594,"21",106.68
"89847",3594,"22",80.01
"89848",3594,"23",53.34
"89849",3594,"24",80.01
"89850",3594,"25",53.34
"89851",3595,"1",26.67
"89852",3595,"2",80.01
"89853",3595,"3",80.01
"89854",3595,"4",80.01
"89855",3595,"5",53.34
"89856",3595,"6",80.01
"89857",3595,"7",53.34
"89858",3595,"8",106.68
"89859",3595,"9",80.01
"89860",3595,"10",106.68
"89861",3595,"11",80.01
"89862",3595,"12",106.68
"89863",3595,"13",80.01
"89864",3595,"14",80.01
"89865",3595,"15",106.68
"89866",3595,"16",53.34
"89867",3595,"17",106.68
"89868",3595,"18",106.68
"89869",3595,"19",106.68
"89870",3595,"20",80.01
"89871",3595,"21",53.34
"89872",3595,"22",106.68
"89873",3595,"23",106.68
"89874",3595,"24",106.68
"89875",3595,"25",106.68
"89876",3596,"1",53.34
"89877",3596,"2",80.01
"89878",3596,"3",106.68
"89879",3596,"4",53.34
"89880",3596,"5",26.67
"89881",3596,"6",53.34
"89882",3596,"7",80.01
"89883",3596,"8",106.68
"89884",3596,"9",106.68
"89885",3596,"10",80.01
"89886",3596,"11",53.34
"89887",3596,"12",53.34
"89888",3596,"13",106.68
"89889",3596,"14",106.68
"89890",3596,"15",53.34
"89891",3596,"16",106.68
"89892",3596,"17",80.01
"89893",3596,"18",80.01
"89894",3596,"19",80.01
"89895",3596,"20",53.34
"89896",3596,"21",80.01
"89897",3596,"22",80.01
"89898",3596,"23",80.01
"89899",3596,"24",80.01
"89900",3596,"25",80.01
"89901",3597,"1",26.67
"89902",3597,"2",106.68
"89903",3597,"3",80.01
"89904",3597,"4",80.01
"89905",3597,"5",80.01
"89906",3597,"6",53.34
"89907",3597,"7",80.01
"89908",3597,"8",106.68
"89909",3597,"9",106.68
"89910",3597,"10",106.68
"89911",3597,"11",80.01
"89912",3597,"12",53.34
"89913",3597,"13",106.68
"89914",3597,"14",80.01
"89915",3597,"15",80.01
"89916",3597,"16",26.67
"89917",3597,"17",80.01
"89918",3597,"18",80.01
"89919",3597,"19",80.01
"89920",3597,"20",53.34
"89921",3597,"21",106.68
"89922",3597,"22",106.68
"89923",3597,"23",80.01
"89924",3597,"24",80.01
"89925",3597,"25",80.01
"89926",3598,"1",106.68
"89927",3598,"2",106.68
"89928",3598,"3",106.68
"89929",3598,"4",106.68
"89930",3598,"5",80.01
"89931",3598,"6",53.34
"89932",3598,"7",53.34
"89933",3598,"8",53.34
"89934",3598,"9",106.68
"89935",3598,"10",53.34
"89936",3598,"11",53.34
"89937",3598,"12",106.68
"89938",3598,"13",80.01
"89939",3598,"14",106.68
"89940",3598,"15",106.68
"89941",3598,"16",80.01
"89942",3598,"17",80.01
"89943",3598,"18",80.01
"89944",3598,"19",53.34
"89945",3598,"20",106.68
"89946",3598,"21",80.01
"89947",3598,"22",80.01
"89948",3598,"23",80.01
"89949",3598,"24",106.68
"89950",3598,"25",106.68
"89951",3599,"1",80.01
"89952",3599,"2",80.01
"89953",3599,"3",80.01
"89954",3599,"4",80.01
"89955",3599,"5",106.68
"89956",3599,"6",53.34
"89957",3599,"7",80.01
"89958",3599,"8",106.68
"89959",3599,"9",80.01
"89960",3599,"10",80.01
"89961",3599,"11",80.01
"89962",3599,"12",106.68
"89963",3599,"13",106.68
"89964",3599,"14",53.34
"89965",3599,"15",80.01
"89966",3599,"16",80.01
"89967",3599,"17",80.01
"89968",3599,"18",53.34
"89969",3599,"19",106.68
"89970",3599,"20",80.01
"89971",3599,"21",106.68
"89972",3599,"22",106.68
"89973",3599,"23",106.68
"89974",3599,"24",26.67
"89975",3599,"25",80.01
"89976",3600,"1",80.01
"89977",3600,"2",53.34
"89978",3600,"3",106.68
"89979",3600,"4",106.68
"89980",3600,"5",53.34
"89981",3600,"6",106.68
"89982",3600,"7",106.68
"89983",3600,"8",106.68
"89984",3600,"9",80.01
"89985",3600,"10",106.68
"89986",3600,"11",80.01
"89987",3600,"12",80.01
"89988",3600,"13",106.68
"89989",3600,"14",80.01
"89990",3600,"15",80.01
"89991",3600,"16",80.01
"89992",3600,"17",26.67
"89993",3600,"18",80.01
"89994",3600,"19",106.68
"89995",3600,"20",80.01
"89996",3600,"21",106.68
"89997",3600,"22",53.34
"89998",3600,"23",106.68
"89999",3600,"24",106.68
"90000",3600,"25",53.34
"90001",3601,"1",80.01
"90002",3601,"2",80.01
"90003",3601,"3",106.68
"90004",3601,"4",80.01
"90005",3601,"5",80.01
"90006",3601,"6",80.01
"90007",3601,"7",80.01
"90008",3601,"8",80.01
"90009",3601,"9",26.67
"90010",3601,"10",106.68
"90011",3601,"11",106.68
"90012",3601,"12",106.68
"90013",3601,"13",106.68
"90014",3601,"14",53.34
"90015",3601,"15",80.01
"90016",3601,"16",80.01
"90017",3601,"17",80.01
"90018",3601,"18",80.01
"90019",3601,"19",106.68
"90020",3601,"20",106.68
"90021",3601,"21",53.34
"90022",3601,"22",80.01
"90023",3601,"23",80.01
"90024",3601,"24",26.67
"90025",3601,"25",80.01
"90026",3602,"1",53.34
"90027",3602,"2",106.68
"90028",3602,"3",80.01
"90029",3602,"4",106.68
"90030",3602,"5",80.01
"90031",3602,"6",26.67
"90032",3602,"7",80.01
"90033",3602,"8",80.01
"90034",3602,"9",53.34
"90035",3602,"10",80.01
"90036",3602,"11",80.01
"90037",3602,"12",80.01
"90038",3602,"13",80.01
"90039",3602,"14",106.68
"90040",3602,"15",53.34
"90041",3602,"16",106.68
"90042",3602,"17",53.34
"90043",3602,"18",53.34
"90044",3602,"19",106.68
"90045",3602,"20",106.68
"90046",3602,"21",80.01
"90047",3602,"22",106.68
"90048",3602,"23",53.34
"90049",3602,"24",53.34
"90050",3602,"25",53.34
"90051",3603,"1",106.68
"90052",3603,"2",80.01
"90053",3603,"3",80.01
"90054",3603,"4",80.01
"90055",3603,"5",80.01
"90056",3603,"6",53.34
"90057",3603,"7",106.68
"90058",3603,"8",53.34
"90059",3603,"9",53.34
"90060",3603,"10",26.67
"90061",3603,"11",106.68
"90062",3603,"12",80.01
"90063",3603,"13",106.68
"90064",3603,"14",80.01
"90065",3603,"15",53.34
"90066",3603,"16",80.01
"90067",3603,"17",106.68
"90068",3603,"18",106.68
"90069",3603,"19",106.68
"90070",3603,"20",106.68
"90071",3603,"21",106.68
"90072",3603,"22",80.01
"90073",3603,"23",80.01
"90074",3603,"24",80.01
"90075",3603,"25",53.34
"90076",3604,"1",80.01
"90077",3604,"2",80.01
"90078",3604,"3",53.34
"90079",3604,"4",80.01
"90080",3604,"5",80.01
"90081",3604,"6",53.34
"90082",3604,"7",106.68
"90083",3604,"8",26.67
"90084",3604,"9",106.68
"90085",3604,"10",106.68
"90086",3604,"11",80.01
"90087",3604,"12",53.34
"90088",3604,"13",80.01
"90089",3604,"14",80.01
"90090",3604,"15",106.68
"90091",3604,"16",106.68
"90092",3604,"17",80.01
"90093",3604,"18",106.68
"90094",3604,"19",26.67
"90095",3604,"20",80.01
"90096",3604,"21",106.68
"90097",3604,"22",80.01
"90098",3604,"23",106.68
"90099",3604,"24",53.34
"90100",3604,"25",106.68
"90101",3605,"1",53.34
"90102",3605,"2",80.01
"90103",3605,"3",80.01
"90104",3605,"4",80.01
"90105",3605,"5",80.01
"90106",3605,"6",80.01
"90107",3605,"7",106.68
"90108",3605,"8",80.01
"90109",3605,"9",80.01
"90110",3605,"10",106.68
"90111",3605,"11",53.34
"90112",3605,"12",106.68
"90113",3605,"13",80.01
"90114",3605,"14",80.01
"90115",3605,"15",106.68
"90116",3605,"16",80.01
"90117",3605,"17",80.01
"90118",3605,"18",106.68
"90119",3605,"19",80.01
"90120",3605,"20",106.68
"90121",3605,"21",106.68
"90122",3605,"22",80.01
"90123",3605,"23",106.68
"90124",3605,"24",80.01
"90125",3605,"25",80.01
"90126",3606,"1",80.01
"90127",3606,"2",80.01
"90128",3606,"3",80.01
"90129",3606,"4",106.68
"90130",3606,"5",80.01
"90131",3606,"6",80.01
"90132",3606,"7",80.01
"90133",3606,"8",106.68
"90134",3606,"9",53.34
"90135",3606,"10",80.01
"90136",3606,"11",53.34
"90137",3606,"12",53.34
"90138",3606,"13",53.34
"90139",3606,"14",106.68
"90140",3606,"15",53.34
"90141",3606,"16",106.68
"90142",3606,"17",80.01
